2.18923e-11 3.59142e-11 5.83311e-11 9.37974e-11 1.49327e-10 2.35364e-10 3.67284e-10 5.6744e-10 8.67951e-10 1.3144e-09 1.97068e-09 2.92525e-09 4.29899e-09 6.25498e-09 9.01041e-09 1.28505e-08 1.81447e-08 2.53653e-08 3.51062e-08 4.81047e-08 6.526e-08 8.76525e-08 1.16557e-07 1.53451e-07 2.00013e-07 2.58108e-07 3.29765e-07 4.17122e-07 5.22372e-07 6.47669e-07 7.9503e-07 9.66208e-07 1.16256e-06 1.3849e-06 1.63334e-06 1.90718e-06 2.20477e-06 2.52344e-06 2.85944e-06 3.20793e-06 3.56308e-06 3.91817e-06 4.26578e-06 4.59802e-06 4.90681e-06 5.18425e-06 5.42287e-06 5.61603e-06 5.7582e-06 5.84522e-06 5.87452e-06 5.84522e-06 5.7582e-06 5.61603e-06 5.42287e-06 5.18425e-06 4.90681e-06 4.59802e-06 4.26578e-06 3.91817e-06 3.56308e-06 3.20793e-06 2.85944e-06 2.52344e-06 2.20477e-06 1.90718e-06 1.63334e-06 1.3849e-06 1.16256e-06 9.66208e-07 7.9503e-07 6.47669e-07 5.22372e-07 4.17122e-07 3.29765e-07 2.58108e-07 2.00013e-07 1.53451e-07 1.16557e-07 8.76525e-08 6.526e-08 4.81047e-08 3.51062e-08 2.53653e-08 1.81447e-08 1.28505e-08 9.01041e-09 6.25498e-09 4.29899e-09 2.92525e-09 1.97068e-09 1.3144e-09 8.67951e-10 5.6744e-10 3.67284e-10 2.35364e-10 1.49327e-10 9.37974e-11 5.83311e-11 3.59142e-11 
3.28072e-11 5.38203e-11 8.74134e-11 1.40562e-10 2.23777e-10 3.52711e-10 5.50402e-10 8.50352e-10 1.30069e-09 1.96973e-09 2.95321e-09 4.38371e-09 6.44236e-09 9.37358e-09 1.35028e-08 1.92574e-08 2.71913e-08 3.80117e-08 5.26094e-08 7.20886e-08 9.7797e-08 1.31354e-07 1.74669e-07 2.29957e-07 2.99734e-07 3.86795e-07 4.94178e-07 6.2509e-07 7.82814e-07 9.70581e-07 1.19141e-06 1.44794e-06 1.74218e-06 2.07537e-06 2.44768e-06 2.85805e-06 3.30402e-06 3.78157e-06 4.28508e-06 4.80732e-06 5.33954e-06 5.87168e-06 6.39259e-06 6.89047e-06 7.35323e-06 7.76899e-06 8.12658e-06 8.41604e-06 8.62909e-06 8.75951e-06 8.80341e-06 8.75951e-06 8.62909e-06 8.41604e-06 8.12658e-06 7.76899e-06 7.35323e-06 6.89047e-06 6.39259e-06 5.87168e-06 5.33954e-06 4.80732e-06 4.28508e-06 3.78157e-06 3.30402e-06 2.85805e-06 2.44768e-06 2.07537e-06 1.74218e-06 1.44794e-06 1.19141e-06 9.70581e-07 7.82814e-07 6.2509e-07 4.94178e-07 3.86795e-07 2.99734e-07 2.29957e-07 1.74669e-07 1.31354e-07 9.7797e-08 7.20886e-08 5.26094e-08 3.80117e-08 2.71913e-08 1.92574e-08 1.35028e-08 9.37358e-09 6.44236e-09 4.38371e-09 2.95321e-09 1.96973e-09 1.30069e-09 8.50352e-10 5.50402e-10 3.52711e-10 2.23777e-10 1.40562e-10 8.74134e-11 5.38203e-11 
2.96245e-11 4.85989e-11 7.89332e-11 1.26926e-10 2.02068e-10 3.18494e-10 4.97006e-10 7.67855e-10 1.17451e-09 1.77864e-09 2.66671e-09 3.95843e-09 5.81737e-09 8.4642e-09 1.21928e-08 1.73892e-08 2.45533e-08 3.43241e-08 4.75055e-08 6.50949e-08 8.83094e-08 1.18611e-07 1.57724e-07 2.07648e-07 2.70656e-07 3.49271e-07 4.46236e-07 5.64447e-07 7.0687e-07 8.76421e-07 1.07583e-06 1.30747e-06 1.57317e-06 1.87403e-06 2.21022e-06 2.58078e-06 2.98349e-06 3.41471e-06 3.86937e-06 4.34095e-06 4.82153e-06 5.30204e-06 5.77242e-06 6.222e-06 6.63986e-06 7.01529e-06 7.33819e-06 7.59957e-06 7.79195e-06 7.90971e-06 7.94936e-06 7.90971e-06 7.79195e-06 7.59957e-06 7.33819e-06 7.01529e-06 6.63986e-06 6.222e-06 5.77242e-06 5.30204e-06 4.82153e-06 4.34095e-06 3.86937e-06 3.41471e-06 2.98349e-06 2.58078e-06 2.21022e-06 1.87403e-06 1.57317e-06 1.30747e-06 1.07583e-06 8.76421e-07 7.0687e-07 5.64447e-07 4.46236e-07 3.49271e-07 2.70656e-07 2.07648e-07 1.57724e-07 1.18611e-07 8.83094e-08 6.50949e-08 4.75055e-08 3.43241e-08 2.45533e-08 1.73892e-08 1.21928e-08 8.4642e-09 5.81737e-09 3.95843e-09 2.66671e-09 1.77864e-09 1.17451e-09 7.67855e-10 4.97006e-10 3.18494e-10 2.02068e-10 1.26926e-10 7.89332e-11 4.85989e-11 
-7.05039e-12 -1.15661e-11 -1.87855e-11 -3.02073e-11 -4.80904e-11 -7.57989e-11 -1.18283e-10 -1.82743e-10 -2.79523e-10 -4.23301e-10 -6.34656e-10 -9.42072e-10 -1.38448e-09 -2.01441e-09 -2.90179e-09 -4.13848e-09 -5.84349e-09 -8.16885e-09 -1.13059e-08 -1.54921e-08 -2.10169e-08 -2.82283e-08 -3.7537e-08 -4.94186e-08 -6.44137e-08 -8.31235e-08 -1.062e-07 -1.34334e-07 -1.68229e-07 -2.08581e-07 -2.56038e-07 -3.11166e-07 -3.74401e-07 -4.46004e-07 -5.26014e-07 -6.14204e-07 -7.10045e-07 -8.12671e-07 -9.20877e-07 -1.03311e-06 -1.14748e-06 -1.26184e-06 -1.37379e-06 -1.48078e-06 -1.58023e-06 -1.66958e-06 -1.74643e-06 -1.80863e-06 -1.85442e-06 -1.88245e-06 -1.89188e-06 -1.88245e-06 -1.85442e-06 -1.80863e-06 -1.74643e-06 -1.66958e-06 -1.58023e-06 -1.48078e-06 -1.37379e-06 -1.26184e-06 -1.14748e-06 -1.03311e-06 -9.20877e-07 -8.12671e-07 -7.10045e-07 -6.14204e-07 -5.26014e-07 -4.46004e-07 -3.74401e-07 -3.11166e-07 -2.56038e-07 -2.08581e-07 -1.68229e-07 -1.34334e-07 -1.062e-07 -8.31235e-08 -6.44137e-08 -4.94186e-08 -3.7537e-08 -2.82283e-08 -2.10169e-08 -1.54921e-08 -1.13059e-08 -8.16885e-09 -5.84349e-09 -4.13848e-09 -2.90179e-09 -2.01441e-09 -1.38448e-09 -9.42072e-10 -6.34656e-10 -4.23301e-10 -2.79523e-10 -1.82743e-10 -1.18283e-10 -7.57989e-11 -4.80904e-11 -3.02073e-11 -1.87855e-11 -1.15661e-11 
-9.43656e-11 -1.54807e-10 -2.51433e-10 -4.04308e-10 -6.43664e-10 -1.01453e-09 -1.58316e-09 -2.44592e-09 -3.74127e-09 -5.66565e-09 -8.49452e-09 -1.26091e-08 -1.85306e-08 -2.69618e-08 -3.88389e-08 -5.53913e-08 -7.82118e-08 -1.09336e-07 -1.51324e-07 -2.07353e-07 -2.813e-07 -3.77821e-07 -5.02413e-07 -6.61441e-07 -8.62144e-07 -1.11256e-06 -1.42143e-06 -1.79798e-06 -2.25166e-06 -2.79174e-06 -3.42694e-06 -4.16479e-06 -5.01116e-06 -5.96952e-06 -7.04041e-06 -8.22079e-06 -9.50356e-06 -1.08772e-05 -1.23254e-05 -1.38276e-05 -1.53585e-05 -1.68891e-05 -1.83874e-05 -1.98195e-05 -2.11506e-05 -2.23464e-05 -2.3375e-05 -2.42076e-05 -2.48204e-05 -2.51955e-05 -2.53218e-05 -2.51955e-05 -2.48204e-05 -2.42076e-05 -2.3375e-05 -2.23464e-05 -2.11506e-05 -1.98195e-05 -1.83874e-05 -1.68891e-05 -1.53585e-05 -1.38276e-05 -1.23254e-05 -1.08772e-05 -9.50356e-06 -8.22079e-06 -7.04041e-06 -5.96952e-06 -5.01116e-06 -4.16479e-06 -3.42694e-06 -2.79174e-06 -2.25166e-06 -1.79798e-06 -1.42143e-06 -1.11256e-06 -8.62144e-07 -6.61441e-07 -5.02413e-07 -3.77821e-07 -2.813e-07 -2.07353e-07 -1.51324e-07 -1.09336e-07 -7.82118e-08 -5.53913e-08 -3.88389e-08 -2.69618e-08 -1.85306e-08 -1.26091e-08 -8.49452e-09 -5.66565e-09 -3.74127e-09 -2.44592e-09 -1.58316e-09 -1.01453e-09 -6.43664e-10 -4.04308e-10 -2.51433e-10 -1.54807e-10 
-2.27824e-10 -3.73744e-10 -6.07026e-10 -9.76108e-10 -1.55398e-09 -2.44933e-09 -3.82216e-09 -5.90509e-09 -9.03239e-09 -1.36784e-08 -2.0508e-08 -3.04418e-08 -4.47377e-08 -6.50929e-08 -9.37673e-08 -1.33729e-07 -1.88824e-07 -2.63965e-07 -3.65335e-07 -5.00604e-07 -6.79132e-07 -9.12161e-07 -1.21296e-06 -1.59689e-06 -2.08144e-06 -2.68602e-06 -3.43172e-06 -4.34081e-06 -5.43609e-06 -6.74001e-06 -8.27353e-06 -1.00549e-05 -1.20983e-05 -1.4412e-05 -1.69974e-05 -1.98472e-05 -2.29441e-05 -2.62604e-05 -2.97569e-05 -3.33835e-05 -3.70794e-05 -4.07747e-05 -4.43921e-05 -4.78495e-05 -5.1063e-05 -5.39502e-05 -5.64334e-05 -5.84435e-05 -5.9923e-05 -6.08286e-05 -6.11336e-05 -6.08286e-05 -5.9923e-05 -5.84435e-05 -5.64334e-05 -5.39502e-05 -5.1063e-05 -4.78495e-05 -4.43921e-05 -4.07747e-05 -3.70794e-05 -3.33835e-05 -2.97569e-05 -2.62604e-05 -2.29441e-05 -1.98472e-05 -1.69974e-05 -1.4412e-05 -1.20983e-05 -1.00549e-05 -8.27353e-06 -6.74001e-06 -5.43609e-06 -4.34081e-06 -3.43172e-06 -2.68602e-06 -2.08144e-06 -1.59689e-06 -1.21296e-06 -9.12161e-07 -6.79132e-07 -5.00604e-07 -3.65335e-07 -2.63965e-07 -1.88824e-07 -1.33729e-07 -9.37673e-08 -6.50929e-08 -4.47377e-08 -3.04418e-08 -2.0508e-08 -1.36784e-08 -9.03239e-09 -5.90509e-09 -3.82216e-09 -2.44933e-09 -1.55398e-09 -9.76108e-10 -6.07026e-10 -3.73744e-10 
-3.54739e-10 -5.81949e-10 -9.45187e-10 -1.51988e-09 -2.41966e-09 -3.81381e-09 -5.95141e-09 -9.1947e-09 -1.40641e-08 -2.12983e-08 -3.19326e-08 -4.74003e-08 -6.96602e-08 -1.01355e-07 -1.46003e-07 -2.08227e-07 -2.94014e-07 -4.11014e-07 -5.68856e-07 -7.7948e-07 -1.05746e-06 -1.42031e-06 -1.88867e-06 -2.48649e-06 -3.24097e-06 -4.18235e-06 -5.34345e-06 -6.75898e-06 -8.46443e-06 -1.04947e-05 -1.28825e-05 -1.56563e-05 -1.88379e-05 -2.24406e-05 -2.64663e-05 -3.09036e-05 -3.57258e-05 -4.08895e-05 -4.63338e-05 -5.19807e-05 -5.77355e-05 -6.34894e-05 -6.9122e-05 -7.45055e-05 -7.95092e-05 -8.40047e-05 -8.78712e-05 -9.10012e-05 -9.33048e-05 -9.4715e-05 -9.51898e-05 -9.4715e-05 -9.33048e-05 -9.10012e-05 -8.78712e-05 -8.40047e-05 -7.95092e-05 -7.45055e-05 -6.9122e-05 -6.34894e-05 -5.77355e-05 -5.19807e-05 -4.63338e-05 -4.08895e-05 -3.57258e-05 -3.09036e-05 -2.64663e-05 -2.24406e-05 -1.88379e-05 -1.56563e-05 -1.28825e-05 -1.04947e-05 -8.46443e-06 -6.75898e-06 -5.34345e-06 -4.18235e-06 -3.24097e-06 -2.48649e-06 -1.88867e-06 -1.42031e-06 -1.05746e-06 -7.7948e-07 -5.68856e-07 -4.11014e-07 -2.94014e-07 -2.08227e-07 -1.46003e-07 -1.01355e-07 -6.96602e-08 -4.74003e-08 -3.19326e-08 -2.12983e-08 -1.40641e-08 -9.1947e-09 -5.95141e-09 -3.81381e-09 -2.41966e-09 -1.51988e-09 -9.45187e-10 -5.81949e-10 
-3.55406e-10 -5.83043e-10 -9.46962e-10 -1.52273e-09 -2.42421e-09 -3.82097e-09 -5.96259e-09 -9.21197e-09 -1.40906e-08 -2.13383e-08 -3.19926e-08 -4.74892e-08 -6.9791e-08 -1.01545e-07 -1.46277e-07 -2.08618e-07 -2.94566e-07 -4.11786e-07 -5.69924e-07 -7.80945e-07 -1.05945e-06 -1.42297e-06 -1.89222e-06 -2.49116e-06 -3.24706e-06 -4.1902e-06 -5.35349e-06 -6.77168e-06 -8.48033e-06 -1.05144e-05 -1.29067e-05 -1.56857e-05 -1.88733e-05 -2.24828e-05 -2.6516e-05 -3.09616e-05 -3.57929e-05 -4.09663e-05 -4.64209e-05 -5.20784e-05 -5.7844e-05 -6.36086e-05 -6.92518e-05 -7.46454e-05 -7.96585e-05 -8.41625e-05 -8.80363e-05 -9.11721e-05 -9.34801e-05 -9.48929e-05 -9.53686e-05 -9.48929e-05 -9.34801e-05 -9.11721e-05 -8.80363e-05 -8.41625e-05 -7.96585e-05 -7.46454e-05 -6.92518e-05 -6.36086e-05 -5.7844e-05 -5.20784e-05 -4.64209e-05 -4.09663e-05 -3.57929e-05 -3.09616e-05 -2.6516e-05 -2.24828e-05 -1.88733e-05 -1.56857e-05 -1.29067e-05 -1.05144e-05 -8.48033e-06 -6.77168e-06 -5.35349e-06 -4.1902e-06 -3.24706e-06 -2.49116e-06 -1.89222e-06 -1.42297e-06 -1.05945e-06 -7.80945e-07 -5.69924e-07 -4.11786e-07 -2.94566e-07 -2.08618e-07 -1.46277e-07 -1.01545e-07 -6.9791e-08 -4.74892e-08 -3.19926e-08 -2.13383e-08 -1.40906e-08 -9.21197e-09 -5.96259e-09 -3.82097e-09 -2.42421e-09 -1.52273e-09 -9.46962e-10 -5.83043e-10 
-5.90389e-11 -9.68533e-11 -1.57307e-10 -2.52952e-10 -4.02703e-10 -6.34728e-10 -9.90487e-10 -1.53027e-09 -2.34069e-09 -3.54466e-09 -5.31452e-09 -7.88879e-09 -1.15935e-08 -1.68684e-08 -2.42992e-08 -3.4655e-08 -4.89326e-08 -6.84048e-08 -9.46743e-08 -1.29728e-07 -1.75993e-07 -2.3638e-07 -3.1433e-07 -4.13825e-07 -5.39392e-07 -6.96065e-07 -8.89307e-07 -1.12489e-06 -1.40873e-06 -1.74663e-06 -2.14403e-06 -2.60566e-06 -3.13518e-06 -3.73478e-06 -4.40477e-06 -5.14326e-06 -5.94582e-06 -6.8052e-06 -7.7113e-06 -8.6511e-06 -9.60888e-06 -1.05665e-05 -1.15039e-05 -1.23999e-05 -1.32326e-05 -1.39808e-05 -1.46243e-05 -1.51453e-05 -1.55287e-05 -1.57633e-05 -1.58424e-05 -1.57633e-05 -1.55287e-05 -1.51453e-05 -1.46243e-05 -1.39808e-05 -1.32326e-05 -1.23999e-05 -1.15039e-05 -1.05665e-05 -9.60888e-06 -8.6511e-06 -7.7113e-06 -6.8052e-06 -5.94582e-06 -5.14326e-06 -4.40477e-06 -3.73478e-06 -3.13518e-06 -2.60566e-06 -2.14403e-06 -1.74663e-06 -1.40873e-06 -1.12489e-06 -8.89307e-07 -6.96065e-07 -5.39392e-07 -4.13825e-07 -3.1433e-07 -2.3638e-07 -1.75993e-07 -1.29728e-07 -9.46743e-08 -6.84048e-08 -4.89326e-08 -3.4655e-08 -2.42992e-08 -1.68684e-08 -1.15935e-08 -7.88879e-09 -5.31452e-09 -3.54466e-09 -2.34069e-09 -1.53027e-09 -9.90487e-10 -6.34728e-10 -4.02703e-10 -2.52952e-10 -1.57307e-10 -9.68533e-11 
6.75668e-10 1.10843e-09 1.80029e-09 2.89489e-09 4.6087e-09 7.26412e-09 1.13356e-08 1.7513e-08 2.67878e-08 4.05666e-08 6.08217e-08 9.02827e-08 1.32681e-07 1.93049e-07 2.7809e-07 3.96607e-07 5.60005e-07 7.82854e-07 1.08349e-06 1.48467e-06 2.01414e-06 2.70524e-06 3.59733e-06 4.73599e-06 6.17303e-06 7.96606e-06 1.01776e-05 1.28738e-05 1.61221e-05 1.99892e-05 2.45372e-05 2.98203e-05 3.58804e-05 4.27424e-05 5.04101e-05 5.88617e-05 6.80465e-05 7.78816e-05 8.82515e-05 9.9007e-05 0.000109968 0.000120927 0.000131656 0.00014191 0.00015144 0.000160003 0.000167367 0.000173329 0.000177717 0.000180402 0.000181307 0.000180402 0.000177717 0.000173329 0.000167367 0.000160003 0.00015144 0.00014191 0.000131656 0.000120927 0.000109968 9.9007e-05 8.82515e-05 7.78816e-05 6.80465e-05 5.88617e-05 5.04101e-05 4.27424e-05 3.58804e-05 2.98203e-05 2.45372e-05 1.99892e-05 1.61221e-05 1.28738e-05 1.01776e-05 7.96606e-06 6.17303e-06 4.73599e-06 3.59733e-06 2.70524e-06 2.01414e-06 1.48467e-06 1.08349e-06 7.82854e-07 5.60005e-07 3.96607e-07 2.7809e-07 1.93049e-07 1.32681e-07 9.02827e-08 6.08217e-08 4.05666e-08 2.67878e-08 1.7513e-08 1.13356e-08 7.26412e-09 4.6087e-09 2.89489e-09 1.80029e-09 1.10843e-09 
